7, 21
-231, -168
4, 16
0, 18
4, 14
2, 15
13, -9
6, 18
4, 12
10, 21

9, 22
8, 8
6, 11
0, 2
11, 4
4, 15
-5, 12
-11, -3
2, -22
4, 11

4, 8
-138, -143
2, -2
1, 1
-5, 2
21, 21
5, 11
0, 12
7, 17
-12, 14

-4, 2
0, 4
14, 23
-14, 10
14, 7
11, 17
16, 162
13, 109
0, 109
8, 19

4, 3
-1579, -1570
339, -28
10, 11
-1, 16
3, 13
5, 19
4, 11
3, 14
17, -4

5, 13
8, 20
3, 14
1, 12
7, 10
-11, 0
18, 17
3, 51
7, 26
4, 22

-48, 6
7, -44
2, -11
9, 15
0, 72
5, 17
-45, 18
4, 15
8, 7
15, 11

11, 7
3, 18
2, 11
7, 17
3, 14
4, 16
1, 18
2, 17
4, 15
4, 14

0, 0
6, 14
0, 10
10, 18
9, 15
1, 12
2, 12
0, 15
9, 21
4, 20

11, 15
-2, 58
-99, -88
-2, 13
-2, 12
9, 13
-1, 7
6, 25
10, 21
0, 25

2, 21
86, 103
0, 8
7, 24
-4, 5
5, 8
-32, -1
2, 11
5, 44
9, 20

8, 22
1, 13
5, 17
4, 4
5, 14
8, 6
4, 6
-1, 10
4, -10
3, 9

6, 23
-9, 4
3, 5
5, 18
7, 4
4, 10
9, 16
6, -1
1, 4
4, 21

7, 17
-5, -1
3, 13
13, -1
3, -2
17, 9
-1, -1
2, 13
3, 13
4, 19

-9, 3
4, 4
-2, 9
3, 3
7, 2
2, 17
3, 1
56, 68
10, 18
-1, 8

6, 3
2, -28
3, 16
-3, 21
8, 23
-2, 23
5, 26
8, -27
-1, 12
-6, 24

8, 21
5, 32
4, 18
3, 19
1, 22
11, -3
3, 13
-63, 17
10, 29
10, 32

10, 23
3, 6
3, 4
3, 23
-7, 20
4, 7
6, 8
3, 20
5, 3
6, 17

15, 3
-1, 14
11, 31
0, -1
4, 1
-2, 4
-3, 9
2, 18
3, 17
1, 21

11, 8
4, 218
5, 18
1, -58
5, 5
0, 0
9, 17
4, 19
8, 20
10, 18

4, 14
3, 14
4, 17
-1, 18
8, 19
26, 35
30, 37
6, 29
7, 19
1, 18

7, 16
2, 10
4, 14
1, -13
10, 61
7, 32
10, 29
1, 19
6, 6
10, 23

47, 94
6, 5
4, 18
3, 23
1, 18
317, 59
5, 20
5, 29
3, 19
1, 32

7, 6
-83, 1
13, 24
13, 9
2, 1
1, 2
4, 12
2, 17
79, 94
-6, 3

7, 19
-366, -364
5, 17
7, 26
5, 21
3, 17
5, 4
11, 12
0, 4
3, 25

-5, 7
-251, -238
-5, 16
6, 8
9, -35
5, 11
16, 15
-55, -7
15, 21
13, 4

10, 24
4, 13
16, 22
11, 20
1, 17
4, 11
5, 5
4, 41
-1, 58
4, 15

7, 17
7, 0
4, 4
6, 26
10, 6
5, 6
7, 26
4, 17
7, 48
6, 19

4, 12
5, 3
-19, -5
-3, 1
4, 14
-8, -7
3, 45
3, 16
3, 14
7, 19

3, 17
4, 21
1, 24
1, 13
10, 13
9, -19
3, 22
8, 24
3, 151
9, 14

0, 102
4, 14
-11, 16
5, 277
5, 16
8, 28
-3, 15
6, 23
-6, 12
-4, 18

8, 400
18, 25
2, 25
2, -7
17, 13
8, 8
-19, 51
4, 10
-5, 15
-14, -7

-242, -234
7, 9
3, 13
6, 9
-5, 7
6, 24
-10, 12
